Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,51.0,Bangalore,Working Professional,Teacher,3.0,3.0,7-8 hours,Unhealthy,MBBS,No,0.0,4.0,Yes,0
Male,18.0,Indore,Working Professional,,2.0,1.0,More than 8 hours,Unhealthy,Class 12,No,5.0,4.0,Yes,1
Female,52.0,Kalyan,Working Professional,Researcher,1.0,2.0,7-8 hours,Healthy,MCA,No,6.0,2.0,No,0
Female,25.0,Visakhapatnam,Student,,,,7-8 hours,Unhealthy,MCA,No,4.0,5.0,Yes,1
Male,24.0,Kalyan,Working Professional,Judge,3.0,1.0,7-8 hours,Healthy,LLM,No,6.0,5.0,No,0
Male,54.0,Faridabad,Working Professional,Teacher,1.0,5.0,7-8 hours,Healthy,B.Arch,No,7.0,5.0,No,0
Male,27.0,Ghaziabad,Working Professional,Consultant,4.0,5.0,7-8 hours,Unhealthy,M.Sc,Yes,10.0,4.0,No,1
Female,24.0,Rajkot,Working Professional,Business Analyst,4.0,1.0,Less than 5 hours,Moderate,B.Sc,No,3.0,1.0,No,0
Male,24.0,Kalyan,Student,,,,Less than 5 hours,Unhealthy,B.Sc,Yes,10.0,3.0,Yes,1
Male,18.0,Meerut,Working Professional,,4.0,4.0,7-8 hours,Healthy,Class 12,No,0.0,2.0,Yes,0
Female,28.0,Agra,Student,,,,Less than 5 hours,Moderate,B.Pharm,Yes,8.0,4.0,No,1
Male,20.0,Varanasi,Student,,,,7-8 hours,Moderate,Class 12,Yes,7.0,2.0,No,1
Female,50.0,Varanasi,Working Professional,Financial Analyst,3.0,1.0,More than 8 hours,Healthy,M.Com,No,7.0,4.0,Yes,0
Male,52.0,Patna,Working Professional,Business Analyst,5.0,1.0,Less than 5 hours,Unhealthy,B.Sc,Yes,8.0,3.0,No,0
Female,20.0,Thane,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,2.0,5.0,No,1
Male,59.0,Faridabad,Working Professional,Architect,2.0,5.0,7-8 hours,Unhealthy,B.Sc,No,12.0,1.0,No,0
Male,57.0,Kanpur,Working Professional,Content Writer,4.0,2.0,5-6 hours,Moderate,M.Tech,No,6.0,1.0,No,0
Female,49.0,Patna,Working Professional,Doctor,4.0,2.0,Less than 5 hours,Unhealthy,MBBS,No,10.0,2.0,Yes,0
Female,35.0,Ludhiana,Working Professional,Consultant,5.0,2.0,7-8 hours,Moderate,B.Com,Yes,9.0,5.0,Yes,1
Female,52.0,Mumbai,Working Professional,Sales Executive,2.0,3.0,5-6 hours,Unhealthy,MBA,No,1.0,2.0,Yes,0
Male,23.0,Hyderabad,Student,,,,7-8 hours,Healthy,M.Com,Yes,5.0,5.0,Yes,1
Male,32.0,Vasai-Virar,Student,,,,7-8 hours,Unhealthy,PhD,Yes,10.0,3.0,Yes,1
Male,47.0,Ludhiana,Working Professional,Teacher,4.0,5.0,7-8 hours,Unhealthy,B.Com,No,7.0,1.0,No,0
Male,39.0,Visakhapatnam,Working Professional,Sales Executive,3.0,3.0,Less than 5 hours,Moderate,BBA,No,11.0,2.0,Yes,0
Male,27.0,Ghaziabad,Student,,,,7-8 hours,Unhealthy,B.Com,No,0.0,1.0,Yes,0
Female,38.0,Vasai-Virar,Working Professional,Teacher,4.0,2.0,7-8 hours,Moderate,B.Ed,Yes,9.0,4.0,Yes,0
Female,35.0,Ludhiana,Working Professional,HR Manager,3.0,5.0,7-8 hours,Unhealthy,B.Tech,No,7.0,2.0,No,0
Male,54.0,Thane,Working Professional,Pilot,1.0,3.0,7-8 hours,Moderate,M.Sc,Yes,11.0,5.0,Yes,0
Female,53.0,Hyderabad,Working Professional,Plumber,3.0,5.0,5-6 hours,Healthy,M.Tech,No,9.0,1.0,No,0
Male,47.0,Kalyan,Working Professional,Business Analyst,1.0,1.0,Less than 5 hours,Healthy,M.Tech,No,2.0,5.0,Yes,0
Male,38.0,Mumbai,Working Professional,Educational Consultant,2.0,2.0,More than 8 hours,Moderate,B.Ed,No,0.0,2.0,No,0
Male,26.0,Visakhapatnam,Working Professional,Teacher,2.0,5.0,More than 8 hours,Moderate,B.Ed,No,4.0,2.0,No,0
Male,53.0,Kolkata,Working Professional,Judge,4.0,3.0,5-6 hours,Healthy,LLM,Yes,8.0,2.0,No,0
Female,40.0,Thane,Working Professional,Judge,4.0,3.0,Less than 5 hours,Unhealthy,LLM,Yes,6.0,5.0,Yes,0
Female,18.0,Ludhiana,Student,,,,5-6 hours,Unhealthy,Class 12,No,9.0,2.0,No,0
Male,46.0,Patna,Working Professional,Content Writer,1.0,2.0,Less than 5 hours,Moderate,B.Ed,Yes,1.0,4.0,No,0
Female,34.0,Srinagar,Student,,,,More than 8 hours,Healthy,MA,No,5.0,3.0,Yes,0
Female,53.0,Vasai-Virar,Working Professional,Chemist,3.0,4.0,Less than 5 hours,Unhealthy,B.Pharm,Yes,10.0,4.0,Yes,0
Female,57.0,Kalyan,Working Professional,Chemist,2.0,3.0,7-8 hours,Unhealthy,B.Pharm,No,5.0,3.0,Yes,0
Male,59.0,Kolkata,Working Professional,Electrician,1.0,4.0,5-6 hours,Moderate,M.Sc,Yes,7.0,2.0,No,0
Male,51.0,Hyderabad,Working Professional,Pharmacist,5.0,3.0,7-8 hours,Moderate,MD,No,12.0,4.0,Yes,0
Female,45.0,Visakhapatnam,Working Professional,Sales Executive,1.0,2.0,Less than 5 hours,Healthy,BBA,Yes,10.0,4.0,Yes,0
Male,29.0,Vasai-Virar,Working Professional,Lawyer,5.0,2.0,5-6 hours,Healthy,LLB,No,2.0,1.0,No,0
Male,57.0,Lucknow,Working Professional,Pharmacist,3.0,4.0,More than 8 hours,Moderate,B.Pharm,No,8.0,3.0,No,0
Female,49.0,Rajkot,Working Professional,Architect,1.0,4.0,Less than 5 hours,Unhealthy,B.Arch,Yes,9.0,1.0,Yes,0
Female,53.0,Ludhiana,Working Professional,Researcher,4.0,1.0,5-6 hours,Moderate,B.Tech,No,9.0,3.0,Yes,0
Female,46.0,Pune,Working Professional,Data Scientist,5.0,5.0,Less than 5 hours,Healthy,M.Tech,No,11.0,1.0,Yes,0
Female,30.0,Hyderabad,Student,,,,Less than 5 hours,Moderate,B.Arch,Yes,8.0,4.0,No,1
Female,57.0,Nagpur,Working Professional,Entrepreneur,1.0,1.0,More than 8 hours,Unhealthy,B.Sc,No,1.0,2.0,No,0
Female,18.0,Indore,Student,,,,More than 8 hours,Moderate,Class 12,No,1.0,2.0,Yes,0
Male,25.0,Nashik,Working Professional,Teacher,3.0,3.0,7-8 hours,Unhealthy,B.Sc,No,8.0,2.0,No,0
Female,46.0,Ghaziabad,Working Professional,Sales Executive,1.0,2.0,5-6 hours,Moderate,MBA,No,11.0,2.0,No,0
Male,41.0,Jaipur,Working Professional,Sales Executive,4.0,3.0,More than 8 hours,Unhealthy,B.Com,No,6.0,3.0,Yes,0
Male,46.0,Srinagar,Working Professional,Teacher,4.0,3.0,More than 8 hours,Unhealthy,B.Ed,No,1.0,3.0,Yes,0
Male,19.0,Varanasi,Student,,,,Less than 5 hours,Unhealthy,Class 12,Yes,6.0,5.0,Yes,1
Female,33.0,Hyderabad,Student,,,,Less than 5 hours,Unhealthy,BE,Yes,0.0,5.0,Yes,1
Male,37.0,Agra,Working Professional,Marketing Manager,4.0,4.0,5-6 hours,Unhealthy,B.Com,No,9.0,1.0,No,0
Male,23.0,Agra,Student,,,,7-8 hours,Healthy,B.Arch,Yes,10.0,2.0,Yes,1
Female,46.0,Rajkot,Working Professional,Teacher,1.0,3.0,7-8 hours,Unhealthy,B.Arch,No,7.0,4.0,No,0
Male,60.0,Bhopal,Working Professional,Teacher,3.0,3.0,Less than 5 hours,Moderate,MBBS,No,11.0,3.0,Yes,0
Female,28.0,Surat,Student,,,,7-8 hours,Healthy,M.Tech,Yes,9.0,3.0,No,1
Female,48.0,Nashik,Working Professional,Investment Banker,4.0,5.0,7-8 hours,Moderate,BBA,Yes,0.0,2.0,Yes,0
Male,34.0,Mumbai,Working Professional,Customer Support,4.0,1.0,Less than 5 hours,Moderate,B.Com,Yes,0.0,1.0,Yes,0
Male,36.0,Pune,Working Professional,Teacher,1.0,3.0,7-8 hours,Moderate,LLM,Yes,0.0,2.0,No,0
Male,48.0,Visakhapatnam,Working Professional,Pilot,2.0,1.0,More than 8 hours,Moderate,M.Tech,No,10.0,2.0,No,0
Female,27.0,Kalyan,Student,,,,Less than 5 hours,Unhealthy,LLM,Yes,8.0,4.0,Yes,1
Male,23.0,Nashik,Working Professional,Financial Analyst,5.0,5.0,7-8 hours,Healthy,MCA,No,0.0,3.0,Yes,0
Male,40.0,Kolkata,Working Professional,Accountant,3.0,5.0,Less than 5 hours,Unhealthy,B.Com,Yes,0.0,2.0,Yes,0
Male,20.0,Ludhiana,Student,,,,Less than 5 hours,Unhealthy,Class 12,No,10.0,5.0,Yes,1
Female,37.0,Patna,Working Professional,Teacher,1.0,3.0,More than 8 hours,Moderate,B.Pharm,Yes,11.0,1.0,Yes,0
Male,44.0,Patna,Working Professional,Judge,5.0,2.0,Less than 5 hours,Healthy,LLB,No,0.0,1.0,No,0
Female,35.0,Jaipur,Working Professional,Teacher,1.0,5.0,5-6 hours,Unhealthy,M.Ed,No,6.0,2.0,No,0
Female,50.0,Meerut,Working Professional,Teacher,4.0,2.0,More than 8 hours,Healthy,BBA,No,10.0,2.0,No,0
Male,40.0,Meerut,Working Professional,Doctor,1.0,4.0,7-8 hours,Unhealthy,B.Pharm,No,11.0,4.0,Yes,0
Female,30.0,Pune,Student,,,,Less than 5 hours,Healthy,LLM,No,3.0,5.0,No,0
Male,29.0,Srinagar,Working Professional,Pharmacist,1.0,5.0,7-8 hours,Moderate,MD,No,12.0,4.0,No,0
Female,58.0,Faridabad,Working Professional,Financial Analyst,1.0,2.0,7-8 hours,Unhealthy,BCA,Yes,12.0,4.0,No,0
Male,59.0,Pune,Working Professional,Teacher,3.0,5.0,Less than 5 hours,Moderate,BBA,Yes,1.0,1.0,No,0
Female,59.0,Kalyan,Working Professional,Travel Consultant,2.0,3.0,More than 8 hours,Unhealthy,MHM,Yes,9.0,2.0,No,0
Male,26.0,Kalyan,Student,,,,5-6 hours,Unhealthy,MHM,Yes,10.0,2.0,Yes,0
Male,45.0,Chennai,Working Professional,Content Writer,3.0,2.0,7-8 hours,Healthy,M.Sc,Yes,5.0,2.0,No,0
Male,24.0,Thane,Working Professional,Teacher,4.0,2.0,5-6 hours,Unhealthy,BA,Yes,1.0,1.0,No,0
Male,48.0,Srinagar,Working Professional,Customer Support,1.0,5.0,Less than 5 hours,Healthy,M.Com,Yes,10.0,1.0,Yes,0
Male,23.0,Meerut,Student,,,,Less than 5 hours,Unhealthy,B.Tech,Yes,6.0,2.0,No,0
Male,41.0,Pune,Working Professional,Teacher,3.0,5.0,5-6 hours,Healthy,M.Pharm,No,10.0,3.0,No,0
Male,35.0,Ghaziabad,Working Professional,,3.0,5.0,Less than 5 hours,Moderate,Class 12,Yes,1.0,4.0,Yes,0
Male,39.0,Kolkata,Working Professional,Graphic Designer,3.0,2.0,Less than 5 hours,Moderate,B.Tech,No,3.0,4.0,Yes,0
Male,20.0,Srinagar,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,9.0,1.0,No,1
Male,27.0,Agra,Student,,,,7-8 hours,Healthy,B.Tech,Yes,10.0,5.0,Yes,1
Male,38.0,Mumbai,Working Professional,Data Scientist,1.0,1.0,7-8 hours,Moderate,M.Tech,No,10.0,4.0,Yes,0
Male,46.0,Surat,Working Professional,Teacher,1.0,5.0,More than 8 hours,Healthy,B.Ed,No,12.0,5.0,Yes,0
Female,56.0,Srinagar,Working Professional,Marketing Manager,1.0,3.0,5-6 hours,Moderate,BA,No,3.0,2.0,Yes,0
Female,44.0,Bhopal,Working Professional,Customer Support,5.0,3.0,Less than 5 hours,Healthy,BA,Yes,9.0,3.0,Yes,0
Male,42.0,Patna,Working Professional,Electrician,3.0,5.0,More than 8 hours,Healthy,B.Tech,No,9.0,4.0,No,0
Female,20.0,Nagpur,Working Professional,,4.0,2.0,More than 8 hours,Moderate,Class 12,No,0.0,2.0,Yes,0
Female,60.0,Pune,Working Professional,Judge,2.0,4.0,5-6 hours,Unhealthy,LLB,Yes,12.0,2.0,Yes,0
Female,38.0,Bangalore,Working Professional,Doctor,5.0,2.0,5-6 hours,Healthy,B.Pharm,No,2.0,4.0,Yes,0
Male,39.0,Meerut,Working Professional,Doctor,4.0,5.0,More than 8 hours,Moderate,M.Pharm,Yes,4.0,2.0,Yes,0
Female,21.0,Bangalore,Student,,,,7-8 hours,Healthy,MCA,No,11.0,1.0,Yes,0
Female,25.0,Srinagar,Working Professional,Chef,5.0,2.0,7-8 hours,Unhealthy,BHM,Yes,10.0,5.0,Yes,1
Female,53.0,Patna,Working Professional,Lawyer,3.0,5.0,More than 8 hours,Healthy,LLM,No,9.0,1.0,No,0
Male,21.0,Nagpur,Student,,,,7-8 hours,Unhealthy,BCA,Yes,6.0,2.0,Yes,0
Female,55.0,Indore,Working Professional,Electrician,1.0,2.0,7-8 hours,Healthy,M.Tech,Yes,1.0,3.0,No,0
Female,41.0,Kanpur,Working Professional,Teacher,2.0,5.0,7-8 hours,Unhealthy,BA,No,1.0,1.0,No,0
Male,57.0,Surat,Working Professional,Content Writer,1.0,5.0,Less than 5 hours,Healthy,B.Ed,Yes,9.0,1.0,No,0
Female,39.0,Chennai,Working Professional,Teacher,4.0,4.0,7-8 hours,Unhealthy,B.Ed,No,10.0,2.0,No,0
Female,45.0,Surat,Working Professional,Teacher,4.0,3.0,7-8 hours,Healthy,LLB,Yes,0.0,3.0,Yes,0
Male,37.0,Thane,Working Professional,Pilot,1.0,4.0,Less than 5 hours,Unhealthy,BCA,Yes,11.0,1.0,No,0
Female,24.0,Hyderabad,Student,,,,7-8 hours,Unhealthy,M.Tech,No,9.0,5.0,No,1
Female,38.0,Hyderabad,Working Professional,UX/UI Designer,2.0,2.0,7-8 hours,Unhealthy,BCA,No,5.0,2.0,No,0
Male,56.0,Lucknow,Working Professional,Customer Support,2.0,3.0,Less than 5 hours,Unhealthy,BA,Yes,2.0,1.0,No,0
Male,43.0,Nagpur,Working Professional,Pharmacist,4.0,2.0,7-8 hours,Unhealthy,M.Pharm,No,2.0,3.0,Yes,0
Male,42.0,Ahmedabad,Working Professional,Teacher,2.0,5.0,5-6 hours,Unhealthy,LLB,No,2.0,1.0,No,0
Female,57.0,Chennai,Working Professional,Teacher,3.0,2.0,Less than 5 hours,Healthy,BA,Yes,0.0,4.0,Yes,0
Female,32.0,Ludhiana,Student,,,,5-6 hours,Unhealthy,MCA,No,11.0,4.0,No,0
Female,57.0,Patna,Working Professional,Marketing Manager,2.0,1.0,More than 8 hours,Healthy,BA,No,1.0,5.0,No,0
Male,59.0,Nagpur,Working Professional,Doctor,5.0,5.0,5-6 hours,Healthy,B.Pharm,Yes,12.0,4.0,No,0
Male,25.0,Rajkot,Student,,,,7-8 hours,Healthy,B.Sc,No,10.0,2.0,Yes,0
Male,40.0,Surat,Working Professional,Teacher,5.0,1.0,5-6 hours,Healthy,B.Pharm,No,9.0,2.0,No,0
Male,35.0,Vasai-Virar,Working Professional,Data Scientist,5.0,1.0,7-8 hours,Unhealthy,M.Sc,No,12.0,5.0,Yes,0
Female,59.0,Chennai,Working Professional,Teacher,3.0,2.0,7-8 hours,Healthy,LLM,Yes,1.0,5.0,Yes,0
Female,33.0,Surat,Working Professional,Teacher,3.0,2.0,5-6 hours,Healthy,B.Arch,Yes,7.0,1.0,Yes,0
Male,29.0,Kalyan,Working Professional,Judge,1.0,4.0,7-8 hours,Unhealthy,LLB,Yes,9.0,2.0,Yes,0
Female,21.0,Surat,Student,,,,Less than 5 hours,Healthy,MCA,No,12.0,3.0,No,1
Male,20.0,Lucknow,Student,,,,Less than 5 hours,Moderate,Class 12,No,4.0,2.0,Yes,0
Male,59.0,Ahmedabad,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Healthy,M.Ed,Yes,0.0,5.0,No,0
Male,39.0,Nagpur,Working Professional,Chemist,4.0,1.0,More than 8 hours,Moderate,M.Pharm,No,2.0,2.0,Yes,0
Male,41.0,Ghaziabad,Working Professional,Business Analyst,1.0,4.0,5-6 hours,Healthy,M.Tech,Yes,2.0,1.0,No,0
Female,38.0,Vasai-Virar,Working Professional,Civil Engineer,3.0,2.0,More than 8 hours,Moderate,M.Sc,No,12.0,4.0,Yes,0
Male,44.0,Kanpur,Working Professional,Educational Consultant,3.0,5.0,Less than 5 hours,Unhealthy,B.Ed,Yes,5.0,1.0,No,0
Male,44.0,Patna,Working Professional,Teacher,5.0,4.0,5-6 hours,Healthy,M.Ed,No,10.0,1.0,Yes,0
Male,41.0,Surat,Working Professional,Electrician,4.0,5.0,5-6 hours,Moderate,B.Tech,Yes,1.0,2.0,Yes,0
Male,22.0,Nagpur,Student,,,,Less than 5 hours,Unhealthy,B.Sc,No,11.0,3.0,No,0
Female,53.0,Meerut,Working Professional,Content Writer,3.0,2.0,Less than 5 hours,Moderate,M.Sc,No,5.0,4.0,Yes,0
Male,45.0,Delhi,Working Professional,Lawyer,3.0,2.0,5-6 hours,Healthy,LLM,No,9.0,5.0,No,0
Male,47.0,Kolkata,Working Professional,Research Analyst,2.0,1.0,7-8 hours,Unhealthy,BBA,Yes,5.0,2.0,No,0
Female,43.0,Kalyan,Working Professional,Business Analyst,2.0,5.0,Less than 5 hours,Moderate,M.Sc,Yes,0.0,1.0,No,0
Female,24.0,Kalyan,Student,,,,5-6 hours,Healthy,MBBS,No,10.0,5.0,Yes,1
Female,53.0,Lucknow,Working Professional,Content Writer,1.0,1.0,5-6 hours,Healthy,B.Ed,No,7.0,1.0,Yes,0
Female,18.0,Vasai-Virar,Student,,,,More than 8 hours,Unhealthy,Class 12,Yes,0.0,4.0,Yes,1
Female,41.0,Varanasi,Working Professional,Customer Support,5.0,2.0,Less than 5 hours,Healthy,BA,No,6.0,4.0,No,1
Female,28.0,Pune,Working Professional,Accountant,5.0,5.0,7-8 hours,Healthy,B.Com,No,5.0,2.0,No,0
Male,22.0,Mumbai,Working Professional,Financial Analyst,4.0,3.0,Less than 5 hours,Moderate,BBA,Yes,9.0,3.0,Yes,1
Male,42.0,Thane,Working Professional,Lawyer,3.0,4.0,5-6 hours,Moderate,LLM,Yes,9.0,4.0,Yes,0
Male,26.0,Delhi,Student,,,,7-8 hours,Moderate,BCA,No,2.0,1.0,No,0
Male,42.0,Visakhapatnam,Working Professional,Chef,3.0,1.0,More than 8 hours,Healthy,MHM,Yes,12.0,5.0,No,0
Male,34.0,Rajkot,Working Professional,Content Writer,3.0,2.0,7-8 hours,Unhealthy,M.Ed,No,10.0,1.0,No,0
Female,29.0,Varanasi,Working Professional,Lawyer,5.0,1.0,7-8 hours,Moderate,LLM,Yes,9.0,5.0,Yes,1
Female,52.0,Indore,Working Professional,Pharmacist,1.0,1.0,More than 8 hours,Moderate,MBBS,No,7.0,3.0,No,0
Female,54.0,Jaipur,Working Professional,Educational Consultant,3.0,2.0,5-6 hours,Moderate,M.Ed,No,8.0,5.0,Yes,0
Female,42.0,Ghaziabad,Working Professional,Doctor,3.0,2.0,More than 8 hours,Moderate,MD,Yes,6.0,5.0,No,0
Male,21.0,Mumbai,Working Professional,Consultant,3.0,4.0,7-8 hours,Unhealthy,B.Sc,No,4.0,2.0,No,0
Male,26.0,Visakhapatnam,Working Professional,Customer Support,2.0,1.0,More than 8 hours,Unhealthy,BA,Yes,10.0,3.0,Yes,0
Male,32.0,Thane,Student,,,,5-6 hours,Unhealthy,BCA,Yes,3.0,2.0,No,1
Female,33.0,Vadodara,Student,,,,Less than 5 hours,Moderate,B.Ed,Yes,10.0,4.0,No,1
Female,53.0,Nagpur,Working Professional,Teacher,3.0,4.0,5-6 hours,Moderate,LLB,No,12.0,2.0,Yes,0
Male,22.0,Bhopal,Student,,,,5-6 hours,Healthy,M.Sc,Yes,11.0,2.0,No,1
Male,38.0,Chennai,Working Professional,Consultant,4.0,5.0,7-8 hours,Unhealthy,M.Sc,No,5.0,5.0,Yes,0
Female,51.0,Ludhiana,Working Professional,Marketing Manager,3.0,1.0,5-6 hours,Unhealthy,MA,Yes,9.0,1.0,Yes,0
Male,47.0,Agra,Working Professional,Researcher,5.0,3.0,Less than 5 hours,Moderate,MCA,Yes,0.0,5.0,Yes,0
Female,29.0,Kalyan,Working Professional,Content Writer,4.0,5.0,7-8 hours,Moderate,M.Ed,No,10.0,2.0,Yes,0
Female,43.0,Patna,Working Professional,Business Analyst,3.0,4.0,7-8 hours,Moderate,BCA,No,1.0,4.0,Yes,0
Male,19.0,Hyderabad,Working Professional,,5.0,3.0,More than 8 hours,Unhealthy,Class 12,No,7.0,4.0,No,1
Female,20.0,Nagpur,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,11.0,3.0,No,1
Female,35.0,Ghaziabad,Working Professional,Marketing Manager,5.0,1.0,7-8 hours,Healthy,B.Com,Yes,11.0,3.0,No,0
Male,56.0,Surat,Working Professional,Pilot,2.0,4.0,5-6 hours,Moderate,B.Tech,Yes,8.0,4.0,Yes,0
Female,25.0,Visakhapatnam,Student,,,,Less than 5 hours,Healthy,M.Ed,No,6.0,2.0,No,0
Female,29.0,Ludhiana,Working Professional,Lawyer,1.0,5.0,5-6 hours,Healthy,LLB,No,10.0,1.0,Yes,1
Female,43.0,Ludhiana,Working Professional,HR Manager,3.0,5.0,7-8 hours,Healthy,M.Sc,Yes,11.0,2.0,No,0
Female,47.0,Agra,Working Professional,Consultant,4.0,4.0,More than 8 hours,Healthy,B.Com,No,4.0,3.0,Yes,0
Female,57.0,Kanpur,Working Professional,Content Writer,2.0,1.0,Less than 5 hours,Moderate,PhD,Yes,3.0,3.0,Yes,0
Female,59.0,Vasai-Virar,Working Professional,Financial Analyst,3.0,5.0,Less than 5 hours,Unhealthy,M.Sc,Yes,5.0,1.0,No,0
Female,48.0,Nagpur,Working Professional,Teacher,1.0,2.0,7-8 hours,Moderate,LLM,No,6.0,4.0,Yes,0
Male,23.0,Surat,Student,,,,7-8 hours,Healthy,B.Sc,No,8.0,3.0,No,0
Male,56.0,Pune,Working Professional,Mechanical Engineer,3.0,5.0,More than 8 hours,Healthy,B.Tech,Yes,6.0,3.0,Yes,0
Female,46.0,Hyderabad,Working Professional,Researcher,1.0,3.0,Less than 5 hours,Unhealthy,M.Sc,No,11.0,2.0,No,0
Female,57.0,Patna,Working Professional,Business Analyst,1.0,5.0,5-6 hours,Moderate,M.Tech,Yes,10.0,2.0,No,0
Female,43.0,Meerut,Working Professional,Pharmacist,3.0,2.0,Less than 5 hours,Moderate,B.Pharm,Yes,8.0,5.0,No,0
Female,30.0,Ahmedabad,Working Professional,Teacher,5.0,3.0,5-6 hours,Healthy,MA,Yes,10.0,5.0,Yes,1
Male,49.0,Bhopal,Working Professional,HR Manager,3.0,2.0,5-6 hours,Healthy,MA,No,0.0,1.0,Yes,0
Male,43.0,Kolkata,Working Professional,Content Writer,2.0,2.0,7-8 hours,Healthy,BCA,No,3.0,5.0,Yes,0
Male,40.0,Surat,Working Professional,Content Writer,5.0,5.0,More than 8 hours,Healthy,MCA,Yes,6.0,4.0,No,0
Female,43.0,Vasai-Virar,Working Professional,Business Analyst,5.0,5.0,5-6 hours,Healthy,BCA,Yes,11.0,2.0,No,0
Female,18.0,Srinagar,Student,,,,More than 8 hours,Unhealthy,Class 12,No,2.0,5.0,No,0
Male,39.0,Kalyan,Working Professional,Graphic Designer,5.0,2.0,More than 8 hours,Moderate,B.Tech,No,6.0,4.0,Yes,0
Female,44.0,Ludhiana,Working Professional,Financial Analyst,5.0,2.0,More than 8 hours,Healthy,B.Com,No,6.0,4.0,No,0
Male,26.0,Pune,Student,,,,5-6 hours,Healthy,M.Ed,Yes,1.0,3.0,Yes,1
Male,36.0,Kolkata,Working Professional,Chemist,2.0,5.0,5-6 hours,Unhealthy,B.Pharm,No,5.0,5.0,Yes,0
Male,49.0,Nashik,Working Professional,Entrepreneur,2.0,5.0,More than 8 hours,Unhealthy,M.Tech,No,1.0,3.0,No,0
Female,47.0,Kanpur,Working Professional,Research Analyst,3.0,1.0,More than 8 hours,Unhealthy,MBA,Yes,5.0,1.0,No,0
Female,34.0,Faridabad,Student,,,,More than 8 hours,Moderate,B.Com,Yes,5.0,4.0,No,1
Male,56.0,Indore,Working Professional,,2.0,1.0,7-8 hours,Healthy,Class 12,Yes,10.0,5.0,Yes,0
Male,18.0,Chennai,Student,,,,5-6 hours,Unhealthy,Class 12,Yes,1.0,1.0,No,1
Female,46.0,Kalyan,Working Professional,Mechanical Engineer,5.0,4.0,More than 8 hours,Moderate,MCA,Yes,3.0,5.0,Yes,0
Female,20.0,Thane,Working Professional,HR Manager,5.0,3.0,More than 8 hours,Healthy,MA,Yes,2.0,2.0,No,1
Female,34.0,Kalyan,Student,,,,Less than 5 hours,Healthy,B.Ed,No,0.0,5.0,No,0
Female,40.0,Hyderabad,Working Professional,,1.0,4.0,Less than 5 hours,Healthy,Class 12,No,6.0,3.0,No,0
Male,49.0,Kolkata,Working Professional,Doctor,4.0,2.0,More than 8 hours,Unhealthy,B.Pharm,No,9.0,1.0,No,0
Female,49.0,Pune,Working Professional,Plumber,3.0,2.0,7-8 hours,Moderate,MCA,No,2.0,3.0,No,0
Male,39.0,Varanasi,Working Professional,Financial Analyst,1.0,1.0,5-6 hours,Unhealthy,B.Com,No,5.0,1.0,No,0
Female,18.0,Bangalore,Working Professional,,1.0,5.0,More than 8 hours,Unhealthy,Class 12,No,2.0,2.0,No,0
Male,53.0,Kanpur,Working Professional,Teacher,4.0,1.0,5-6 hours,Moderate,BA,Yes,9.0,1.0,Yes,0
Female,24.0,Hyderabad,Student,,,,Less than 5 hours,Healthy,B.Sc,Yes,10.0,5.0,Yes,1
Male,23.0,Hyderabad,Student,,,,More than 8 hours,Unhealthy,B.Arch,Yes,10.0,3.0,No,1
Female,23.0,Hyderabad,Student,,,,Less than 5 hours,Healthy,MCA,Yes,10.0,1.0,Yes,0
Male,18.0,Meerut,Student,,,,7-8 hours,Unhealthy,Class 12,Yes,9.0,2.0,No,1
Male,56.0,Varanasi,Working Professional,Accountant,4.0,4.0,7-8 hours,Healthy,M.Com,Yes,11.0,4.0,No,0
Female,55.0,Chennai,Working Professional,Content Writer,5.0,2.0,Less than 5 hours,Healthy,B.Tech,Yes,0.0,5.0,No,0
Female,35.0,Nashik,Working Professional,,4.0,3.0,More than 8 hours,Healthy,Class 12,No,2.0,1.0,No,0
Female,23.0,Vasai-Virar,Student,,,,More than 8 hours,Unhealthy,B.Tech,No,12.0,2.0,No,1
Male,53.0,Nagpur,Working Professional,Sales Executive,3.0,4.0,5-6 hours,Moderate,B.Com,No,4.0,2.0,No,0
Male,35.0,Thane,Working Professional,Pilot,3.0,5.0,7-8 hours,Healthy,M.Sc,No,2.0,2.0,Yes,0
Female,25.0,Jaipur,Working Professional,Architect,1.0,1.0,Less than 5 hours,Healthy,B.Arch,Yes,11.0,5.0,No,1
Male,59.0,Jaipur,Working Professional,Teacher,2.0,3.0,Less than 5 hours,Healthy,B.Ed,No,6.0,3.0,Yes,0
Female,54.0,Indore,Working Professional,Chemist,2.0,1.0,Less than 5 hours,Healthy,MBBS,Yes,10.0,5.0,No,0
Male,55.0,Vadodara,Working Professional,Teacher,1.0,1.0,5-6 hours,Unhealthy,B.Arch,No,11.0,5.0,No,0
Female,60.0,Mumbai,Working Professional,Architect,1.0,1.0,7-8 hours,Healthy,M.Tech,No,3.0,2.0,No,0
